uri:ID,:LABEL,preferredLabel,description,skillType,reuseLevel,status,collection,coverageLevel,isUnderutilized,code
http://data.europa.eu/esco/skill/ed1614dd-5a66-4a95-968f-a0d46ecdce92,LanguageSkill,write Tamil,Compose written texts in Tamil.,skill/competence,transversal,released,Language,low,True,LANG_ed1614dd-5a66-4a95-968f-a0d46ecdce92
http://data.europa.eu/esco/skill/edd82d34-0ab5-45cb-9997-360e177ced27,LanguageSkill,interact verbally in Armenian,Communicate orally in Armenian.,skill/competence,transversal,released,Language,low,True,LANG_edd82d34-0ab5-45cb-9997-360e177ced27
http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,LanguageSkill,Bengali,The Bengali language.,knowledge,transversal,released,Language,low,True,LANG_ede98e07-f07d-41bc-99b0-f88bf0dad438
http://data.europa.eu/esco/skill/efa7943e-28b8-4657-bccb-f04e86ba058b,LanguageSkill,write Kurdish,Compose written texts in ​Kurdish.,skill/competence,transversal,released,Language,low,True,LANG_efa7943e-28b8-4657-bccb-f04e86ba058b
http://data.europa.eu/esco/skill/f018c29a-e837-4c4e-ac7c-aea212e0fc48,LanguageSkill,understand spoken Urdu,Comprehend orally expressed Urdu.,skill/competence,transversal,released,Language,low,True,LANG_f018c29a-e837-4c4e-ac7c-aea212e0fc48
http://data.europa.eu/esco/skill/f16e242e-a0e1-4d3a-b8bc-0fc6eca50354,LanguageSkill,write Kazakh,Compose written texts in Kazakh.,skill/competence,transversal,released,Language,low,True,LANG_f16e242e-a0e1-4d3a-b8bc-0fc6eca50354
http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,LanguageSkill,Albanian,The Albanian language.,knowledge,transversal,released,Language,low,True,LANG_f1a08ec9-32d2-4e52-ba4a-66e049019be8
http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,LanguageSkill,understand spoken Belarusian,Comprehend orally expressed Belarusian.,skill/competence,transversal,released,Language,low,True,LANG_f2d14962-e378-4df4-87ce-f1786df2b015
http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,LanguageSkill,Kazakh,The ​Kazakh language.,knowledge,transversal,released,Language,low,True,LANG_f37dbb3c-dafc-4835-86d1-de9615626f9b
http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,LanguageSkill,Polish,The Polish language. Polish is an official and working language of the EU.,knowledge,transversal,released,Language,low,True,LANG_f3e9b964-0c2d-46c4-a895-8b3583054d69
http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,LanguageSkill,interact verbally in Hebrew,Communicate orally in Hebrew.,skill/competence,transversal,released,Language,low,True,LANG_f58e2088-08c5-4680-83a1-18ba01299d4c
http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,LanguageSkill,understand spoken Polish,Comprehend orally expressed Polish.,skill/competence,transversal,released,Language,low,True,LANG_f5e51369-45c6-42b1-8ccc-d1826112e555
http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,LanguageSkill,understand written Welsh,Read and comprehend written texts in Welsh.,skill/competence,transversal,released,Language,low,True,LANG_f61a0a31-5b6b-4129-b5c2-99e10a5d7794
http://data.europa.eu/esco/skill/f739ca36-437c-4f87-83bb-7a1933768d26,LanguageSkill,understand written Limburgish,Read and comprehend written texts in ​Limburgish.,skill/competence,transversal,released,Language,low,True,LANG_f739ca36-437c-4f87-83bb-7a1933768d26
http://data.europa.eu/esco/skill/f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47,LanguageSkill,interact verbally in Galician,Communicate orally in Galician.,skill/competence,transversal,released,Language,low,True,LANG_f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47
http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,LanguageSkill,Korean,The Korean language.,knowledge,transversal,released,Language,low,True,LANG_f9bc2890-d1f2-4a83-bd7b-b150a7679c79
http://data.europa.eu/esco/skill/fa8ee260-64dc-42db-a5c7-9d3b232767df,LanguageSkill,write Polish,Compose written texts in Polish.,skill/competence,transversal,released,Language,low,True,LANG_fa8ee260-64dc-42db-a5c7-9d3b232767df
http://data.europa.eu/esco/skill/fb299aca-b999-4829-9a40-f8379ac006f4,LanguageSkill,interact verbally in Malay,Communicate orally in Malay.,skill/competence,transversal,released,Language,low,True,LANG_fb299aca-b999-4829-9a40-f8379ac006f4
http://data.europa.eu/esco/skill/fbe75fa4-4f78-459b-858a-a30b29e7591e,LanguageSkill,understand spoken Walloon,Comprehend orally expressed Walloon.,skill/competence,transversal,released,Language,low,True,LANG_fbe75fa4-4f78-459b-858a-a30b29e7591e
http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,LanguageSkill,Armenian,The Armenian language.,knowledge,transversal,released,Language,low,True,LANG_fcbcdf4c-d079-4010-ab4b-8356fbfa5096
http://data.europa.eu/esco/skill/fcd4892f-486f-4e86-b78b-146a95c546a1,LanguageSkill,interact verbally in Croatian,Communicate orally in Croatian.,skill/competence,transversal,released,Language,low,True,LANG_fcd4892f-486f-4e86-b78b-146a95c546a1
http://data.europa.eu/esco/skill/ff52e69a-8873-4827-b140-958dee5a62bb,LanguageSkill,understand spoken Norwegian,Comprehend orally expressed Norwegian.,skill/competence,transversal,released,Language,low,True,LANG_ff52e69a-8873-4827-b140-958dee5a62bb
http://data.europa.eu/esco/skill/ff7f57d7-084b-4ec2-8e2d-2637b1ab3931,LanguageSkill,write Occitan,Compose written texts in ​Occitan.,skill/competence,transversal,released,Language,low,True,LANG_ff7f57d7-084b-4ec2-8e2d-2637b1ab3931
